label,created_at,full_text,lang,user_name
,Fri Mar 09 20:28:25 +0000 2018,"RT @AccentureACTIVE: One day, six sessions, countless insights. Learn how you can apply the New, Now—only at our #SXSW expert speaker serie…",en,Accenture
,Fri Mar 09 19:53:14 +0000 2018,We've held events around the globe this week for #IWD2018 to talk about #GettingToEqual. Missed our San Francisco live broadcast? Check out the great replay videos: https://t.co/NvKC0LRghZ https://t.co/Wwn9o3sloa,en,Accenture
,Fri Mar 09 17:52:35 +0000 2018,"When women rise, we all rise. Our @rekha_m_menon shares why #GettingToEqual is essential for competitive businesses today: https://t.co/UBwKDT5vJc #IWD2018 https://t.co/JlY4ccdtwb",en,Accenture
,Fri Mar 09 16:51:40 +0000 2018,RT @AccentureAI: We're delighted to announce the launch of a new #AI global forum with @POLITICOEurope designed to help business leaders an…,en,Accenture
,Fri Mar 09 14:53:57 +0000 2018,"Championing gender equality in organizations accelerates progress, but how do we get there? Read about our #GettingToEqual research via @CNNMoney. https://t.co/8sV33TUlMQ",en,Accenture
,Fri Mar 09 12:32:08 +0000 2018,"When equality is priority, women rise. Our new #GettingToEqual research identifies the factors that make a difference. https://t.co/TuNprpt6jg #IWD2018 https://t.co/lrt2mnq12t",en,Accenture
,Fri Mar 09 02:47:06 +0000 2018,"What can leaders do in the next 100 days to help create a culture of equality? Here's what @MegWhitman, CEO of NewTV, had to say. More responses here: https://t.co/ReHQbnnjdx #IWD2018 #GettingToEqual https://t.co/7k7asEIAjx",en,Accenture
,Fri Mar 09 02:35:16 +0000 2018,#YesWeWill continue to help support all women in #GettingToEqual. Will you? #IWD2018 https://t.co/7UBvGNoRw7,en,Accenture
,Fri Mar 09 01:50:17 +0000 2018,What can leaders do in the next 100 days to help create a culture of equality? @KevinFBandy of @Cisco shares. More answers here: https://t.co/ReHQbnnjdx #IWD2018 #GettingToEqual https://t.co/c9iKhnVX4O,en,Accenture
,Thu Mar 08 23:24:51 +0000 2018,".@BernardJTyson with @JulieSweet at #IWD2018: ""You have the duty to speak up. You have the duty to listen. You have the duty to line-up once a decision is made."" #GettingToEqual https://t.co/FXFJbt7TZr",en,Accenture
,Thu Mar 08 23:17:33 +0000 2018,Watch Now: We explore what it takes to create a culture of equality with @MegWhitman. https://t.co/72Ksn8SmoH #IWD2018 #GettingToEqual https://t.co/RNg6l7GH15,en,Accenture
,Thu Mar 08 22:43:54 +0000 2018,"What does #IWD2018 mean to our CHRO @EllynJShook1 and her mother, Elaine? Hear their thoughts. #GettingToEqual https://t.co/O64Ydvt7Bq",en,Accenture
,Thu Mar 08 21:52:19 +0000 2018,"Are you following our all-day #InternationalWomensDay broadcasts? Lots of great insights from leaders like @MBushGPTW, CEO of @GPTW_US. Check it out: https://t.co/AwY1lsdrWu #IWD2018 #GettingToEqual https://t.co/5ueKK2A5gL",en,Accenture
,Thu Mar 08 20:24:46 +0000 2018,Every workplace should work towards #GettingToEqual. Our CTIO @pauldaugh and daughter Emma discuss. #IWD2018 https://t.co/MIn2thAEoN,en,Accenture
,Thu Mar 08 20:11:11 +0000 2018,What can leaders do in the next 100 days to help create a culture of equality? @PaulChapmanBox of @BoxHQ weighs in. https://t.co/dxLaWDTqrp https://t.co/VkNDD3wRHh,en,Accenture
,Thu Mar 08 18:56:17 +0000 2018,Watch Now: Hear from women who are breaking the mold in Silicon Valley as we celebrate #IWD2018 with @AngelHack @Autodesk and @FortuneMagazine. https://t.co/rA1z9652Y2 #GettingToEqual https://t.co/ahbfA7qKRz,en,Accenture
,Thu Mar 08 18:26:48 +0000 2018,"Our CHRO @EllynJShook1 with @NinaEaston: ""At Accenture, we stand together for an environment where our people can be their best every single day "" #IWD2018 #GettingToEqual https://t.co/Iy91UBjYQl",en,Accenture
,Thu Mar 08 18:21:09 +0000 2018,"Our #IWD2018 celebrations in SFO get kicked off by @JulieSweet: ""To be an innovator, you need diverse teams."" #GettingToEqual https://t.co/fat5O56nTI",en,Accenture
,Thu Mar 08 17:59:54 +0000 2018,"When equality is a priority, women rise. And when women rise, the workplace is better for everyone. Learn more from our new #GettingToEqual research: https://t.co/LFvmMkJomK https://t.co/IeJlks8MJB",en,Accenture
,Thu Mar 08 17:00:19 +0000 2018,How can we create a culture of equality? Tune in to our #GettingToEqual live broadcasts today at 12:30pm EST/9:30am PST. https://t.co/vIa4Pfzeg8 #IWD2018 https://t.co/lBOgsYk0R1,en,Accenture
,Thu Mar 08 16:01:33 +0000 2018,"""Achieving gender balance at Accenture will make us better on every dimension.""—our CEO Pierre Nanterme shares our #GettingToEqual vision on #IWD18. https://t.co/g1Dj7oKr5Z",en,Accenture
,Thu Mar 08 12:15:06 +0000 2018,"We're committed to creating a culture of equality. As part of #IWD2018, we’re proud to share our progress toward a gender-balanced workforce by 2025. https://t.co/f0GmODGQnV #GettingToEqual https://t.co/p9abcFYHYU",en,Accenture
,Wed Mar 07 23:00:03 +0000 2018,"Accenture and @girlscouts teamed up to design the Digital Cookie® platform, where girls can sell cookies directly to friends and family online and prepare for a lifetime of success in the process. Learn more at https://t.co/QmdO4te268 https://t.co/ptkftloOx0",en,Accenture
,Wed Mar 07 19:30:10 +0000 2018,Join us as we explore what it takes to create a culture of equality with @MegWhitman tomorrow at 3pm PST. #IWD2018 #GettingToEqual https://t.co/6TydFOVQ6E https://t.co/WLGwOeGq6A,en,Accenture
,Wed Mar 07 15:30:08 +0000 2018,"To make big bets on robotics, #AI and #ImmersiveExperiences, your #ITinfrastructure needs to be ready. Is it? More in  #TechVision2018: https://t.co/vL3UZZVb8M https://t.co/gu9qjRZjTs",en,Accenture
,Wed Mar 07 13:00:11 +0000 2018,"If all companies had a culture of equality, women could earn 51% more. Our new #GettingToEqual research explains how. #IWD2018 https://t.co/cCOvvOzKMs https://t.co/HcPgai0yqy",en,Accenture
,Wed Mar 07 02:05:02 +0000 2018,What does it take to create a culture of equality? Each and every one of us. Our CHRO @EllynJShook1 explains. https://t.co/fErZlYesyF https://t.co/J0ykx89O6K,en,Accenture
,Tue Mar 06 22:45:09 +0000 2018,Hear from women who are breaking the mold in Silicon Valley as we celebrate #IWD2018 and #GettingToEqual with @AngelHack @Autodesk and @FortuneMagazine at 10:35am PST on March 8th. https://t.co/lTFWFfsJxL https://t.co/MsJuyJjITl,en,Accenture
,Tue Mar 06 20:10:22 +0000 2018,"When she rises, we all rise. We're committed to creating a culture of equality. Congrats to all the fellow @_NAFE_ “Top Companies for Executive Women.” #NAFETop #GettingToEqual https://t.co/VFuxRIssq4 https://t.co/2cmd8UZpzZ",en,Accenture
,Tue Mar 06 16:20:19 +0000 2018,"We’re thrilled to be the Innovation Partner of the new Walt Disney StudioLAB—an R&amp;D initiative dedicated to reimagining, designing and prototyping the entertainment experiences of the future: https://t.co/pqTJKJ1K6R https://t.co/ZN11eyC9tM",en,Accenture
,Tue Mar 06 12:00:14 +0000 2018,A woman is 4x more likely to rise in a company that champions equality. We've identified the factors that make this possible in our new #GettingToEqual research. #IWD2018 https://t.co/ESjAHy9CEx https://t.co/uU3GbmfKiZ,en,Accenture
,Mon Mar 05 21:35:32 +0000 2018,"Discover new ways to play, work, see, and learn. Check out our full program at #SXSW! Greater experiences start here: https://t.co/rWpzai90fu #NewWaysSXSW https://t.co/s3K2Ols2Mp",en,Accenture
,Mon Mar 05 18:00:10 +0000 2018,NEW isn’t waiting for equality. It's accelerating progress—now. Watch our live #GettingToEqual broadcast with @MegWhitman on March 8th at 3pm PST. #IWD2018 https://t.co/2Vff8NsZFH https://t.co/bJRSzU2K2n,en,Accenture
,Mon Mar 05 14:00:09 +0000 2018,Partnerships are increasingly essential to business growth. But are you designed to support partnerships at scale? Learn more in our new #TechVision2018 report: https://t.co/C2PuerP6AC https://t.co/MYNLArg1LH,en,Accenture
,Fri Mar 02 19:00:15 +0000 2018,How can we create a culture of equality? Tune in to our #GettingToEqual live broadcasts on March 8th to learn more. #IWD2018 https://t.co/7a5nf7Sbqs https://t.co/TVWM6MpsaH,en,Accenture
,Fri Mar 02 16:11:44 +0000 2018,From driverless cars to smart homes—our @BenSalama1 outlines latest trends in #IndustryX0 via @telebusiness. https://t.co/qPktRTIEow,en,Accenture
,Thu Mar 01 19:03:56 +0000 2018,"RT @AccentureDigi: The next disruptors will be brands that offer compelling experiences through #VR, #AR, and mixed reality embedded techno…",en,Accenture
,Thu Mar 01 19:03:07 +0000 2018,RT @AccentureDigi: .@ShellySwanback explains how digital transformation is about more than just technology. https://t.co/eBzEZqfXdG #MWC18…,en,Accenture
,Wed Feb 28 17:33:13 +0000 2018,"RT @AccentureDigi: We're creating immersive experiences with #VR, #AR and #AppliedIntelligence—our @MikeSutcliff gives you the insider’s vi…",en,Accenture
,Wed Feb 28 16:30:10 +0000 2018,How can we create a workplace culture of equality? Tune in to our #GettingToEqual live broadcast with @AngelHack @Autodesk and @FortuneMagazine to learn more. #IWD2018 https://t.co/cExE4Yw1ix https://t.co/HoVWJZ1yrn,en,Accenture
,Wed Feb 28 14:00:12 +0000 2018,Bad data leads to bad insights. Our new #TechVision2018 trends report digs into this important pitfall businesses need to be aware of: https://t.co/tLjAeaS85T #DataIntegrity https://t.co/xbPRaLjMS9,en,Accenture
,Tue Feb 27 15:48:02 +0000 2018,RT @AmyFuller: Who knew?-- #AI systems must be ''raised'' like a child to do the right thing. A fascinating new trend from @Accenture's #Te…,en,Accenture
,Tue Feb 27 15:45:55 +0000 2018,"RT @AccentureDigi: How can you bring your customers closer with rich, interactive #AR and #VR experiences? See how #NewAppliedNow solutions…",en,Accenture
,Tue Feb 27 14:00:06 +0000 2018,Learn about the latest #ITtrends on the go—listen to our #TechVision2018 podcast ⬇️🎧. https://t.co/mywnRkShKi,en,Accenture
,Tue Feb 27 12:00:11 +0000 2018,RT @AccentureDigi: Accenture's @AJYoungdahl shows us the future of retail #MWC18 #NewAppliedNow https://t.co/fLLTnpDQ5o,en,Accenture
,Mon Feb 26 21:48:55 +0000 2018,"In the digital age, ""service experiences"" are becoming a major differentiator between brands. More via @Adweek: https://t.co/rr2KWDqz7H https://t.co/wdn0OlfMnM",en,Accenture
,Mon Feb 26 16:25:37 +0000 2018,RT @AccentureDigi: We are at #MWC18 and ready to go! See what's coming up this week and follow us for the latest thinking and coverage from…,en,Accenture
,Mon Feb 26 15:51:55 +0000 2018,"As technology evolves, is your business? See the key #techtrends you need to know to stay ahead: https://t.co/FdkcDQEhBh #TechVision2018 https://t.co/rhOP5o5QvX",en,Accenture
,Mon Feb 26 12:30:05 +0000 2018,"In this super-connected age, companies are weaving themselves seamlessly into the fabric of how we live today. More on the #ITtrends via @Adweek. https://t.co/hKwbjcwHv1 #TechVision2018",en,Accenture
,Fri Feb 23 21:20:30 +0000 2018,RT @AccentureDigi: Will #blockchain revolutionize security in supply chains and data handling? Business resilience starts from the inside o…,en,Accenture
,Fri Feb 23 12:30:13 +0000 2018,"Cookies are just the beginning. See why we teamed up to help design the Digital Cookie® platform with @girlscouts, letting them sell to friends &amp; family online: https://t.co/QmdO4te268 https://t.co/1nLEWu3cs8",en,Accenture
,Fri Feb 23 09:00:14 +0000 2018,"It's almost time for #MWC18! We’ll be in Barcelona talking about how businesses can start applying the New, now. What are you looking forward to? #NewAppliedNow https://t.co/t1UaBgr6co https://t.co/PTuWNCdIhC",en,Accenture
,Thu Feb 22 20:34:18 +0000 2018,"All next week at #MWC18, we'll be discussing how businesses can apply the New, now. Get the scoop: https://t.co/GmCg3D8TI0 https://t.co/TFnZC2KTvN",en,Accenture
,Thu Feb 22 18:40:46 +0000 2018,RT @AccentureDigi: The future of manufacturing is smart and connected. #IndustryX0 is transforming the shop floor. https://t.co/aGUWm8MEhi…,en,Accenture
,Thu Feb 22 14:00:07 +0000 2018,The future is closer than you think. #TechVision2018 explains how the latest #AR and #VR technologies are starting to dramatically impact businesses: https://t.co/nzVxnPULCH #ExtendedReality https://t.co/NrzHWGQpX1,en,Accenture
,Wed Feb 21 15:42:31 +0000 2018,What are the latest trends in #AI? Listen to the brand-new @AiEffect podcast hosted by @AmandaLang and our @wallis_jodie. 🎙️ https://t.co/YS4ece4BXZ https://t.co/SupDmCgbd7,en,Accenture
,Wed Feb 21 14:37:03 +0000 2018,"RT @AccentureDigi: How will #AI, #VR and #IoT transform business models and reimagine ecosystems? Our @MikeSutcliff shares his predictions…",en,Accenture
,Tue Feb 20 14:51:02 +0000 2018,"RT @pauldaugh: Five trends for 2018, and a new mandate for business: The Intelligent Enterprise. My reflections on #TechVision2018 https://…",en,Accenture
,Tue Feb 20 14:00:14 +0000 2018,#AI is only as powerful as the people who shape it. What do you need to know? Read our #TechVision2018 report: https://t.co/DOYzG04AI6 #ResponsibleAI https://t.co/1ac1fzjxA9,en,Accenture
,Mon Feb 19 20:39:38 +0000 2018,"For enterprises to succeed in the digital economy, their leadership will require a strong understanding of the key #ITtrends. More via @digitaljournal: https://t.co/vJ7xYpFSFp #TechVision2018 https://t.co/kPntZB7n5K",en,Accenture
,Mon Feb 19 14:23:16 +0000 2018,"RT @AccentureDigi: 1 week until #MWC18! We’ll be in Barcelona talking about how businesses can start applying the New, now. What are you lo…",en,Accenture
,Fri Feb 16 12:01:06 +0000 2018,We've created your roadmap to 2018's key #ITtrends—all essential for future business success. Check it out: https://t.co/ViBRwQEQ0E #TechVision2018 https://t.co/2tVyhrcMcn,en,Accenture
,Fri Feb 16 01:08:22 +0000 2018,.@DovSeidmam of @LRN explores a key question with @pauldaugh and the #TechVision2018 NYC audience: What does it mean to be human in the age of intelligent machines? https://t.co/DyHPZuRvqi,en,Accenture
,Fri Feb 16 00:30:27 +0000 2018,"We're live in NYC with our CTIO @pauldaugh launching #TechVision2018, talking innovation, technology and trust. Learn more: https://t.co/80qbDmWcon https://t.co/NQDAuboHhj",en,Accenture
,Thu Feb 15 23:20:37 +0000 2018,Accenture leaders @pauldaugh and @lynnhmcmahon give the scoop on #TechVision2018 live in NYC https://t.co/5iHg85t5d9,en,Accenture
,Thu Feb 15 23:02:46 +0000 2018,"Live from NYC at #TechVision2018, @EliseCornille &amp; @mcarrelb talking #ITtrends in action https://t.co/BO13THhwTt",en,Accenture
,Thu Feb 15 16:00:16 +0000 2018,"An intelligent enterprise embraces intelligent technologies. Start with our 5 key #techtrends for 2018: https://t.co/Vhh926Wo2L
#TechVision2018 https://t.co/hn5CYoN15V",en,Accenture
,Thu Feb 15 12:45:10 +0000 2018,Our greatest asset is our PEOPLE—they’re the reason we’re on the @FortuneMagazine @GPTW_US #100BestCos for the 10th year in a row. https://t.co/bLSrM3RvA6 https://t.co/0R8YaQqP7m,en,Accenture
,Wed Feb 14 22:00:05 +0000 2018,"Accenture and @girlscouts teamed up to design the Digital Cookie® platform, where girls can sell cookies directly to friends and family online and prepare for a lifetime of success in the process. Learn more at https://t.co/sTqO93b06T https://t.co/8FI610SXcu",en,Accenture
,Wed Feb 14 20:30:11 +0000 2018,"With more data fueling businesses today, it's essential that data sources—and the insights that come from them—are accurate and unbiased. More on this &amp; more in our new #TechVision2018 report: https://t.co/C08CDqvutq #DataIntegrity https://t.co/US1XYqHg0Y",en,Accenture
,Wed Feb 14 17:18:00 +0000 2018,Our purpose is clear: to embed innovation in everything we do. Our CEO Pierre Nanterme outlines how #TechVision2018 research transforms our business: https://t.co/AKZIjVvuZ7 https://t.co/ZOscUFkyKw,en,Accenture
,Wed Feb 14 14:26:46 +0000 2018,"RT @AccentureTech: #TechVision2018 is here! Dive in to explore top trends in #AI, #XR, #DataIntegrity, #DigitalEcosystems &amp; #ITinfrastructu…",en,Accenture
,Wed Feb 14 09:30:32 +0000 2018,"Does your infrastructure have what it takes to support essential forays into robotics, #AI and #ImmersiveExperiences? Our new #TechVision2018 trends report covers this, and much more: https://t.co/RwfKBNMT58 https://t.co/cVXHJFSOzE",en,Accenture
,Wed Feb 14 00:00:04 +0000 2018,We partnered with @staralliance to create a seamless travel experience for their customers. Learn more about the Digital Services Platform: https://t.co/K19dq6wDNG https://t.co/YBcoCqEmEw #CX,en,Accenture
,Tue Feb 13 18:00:09 +0000 2018,Reshaping your workforce in the age of #AI could boost business revenues by nearly 40% and raise employment levels by 10% in just four years. Learn more from our research via @TechRepublic: https://t.co/Y4odwbWsgT https://t.co/G0crGFfc6x,en,Accenture
,Tue Feb 13 07:30:05 +0000 2018,"#ConnectedHome will be a new ecosystem for products, services, and brands—our @hugomcpinto on what to expect, via @WiredUK. https://t.co/5xPZp5Qb0b",en,Accenture
,Mon Feb 12 20:00:27 +0000 2018,"Acting with integrity has always been, and always will be, fundamental to how we operate. This is why we’re on the @Ethisphere #WorldsMostEthicalCompanies list for the 11th year in a row. https://t.co/eMVJ5SIfrV https://t.co/sBsdbGh7ej",en,Accenture
,Mon Feb 12 15:45:54 +0000 2018,"RT @pauldaugh: First copy of #HplusM just rolled off the press - full availability March 20, but order here now https://t.co/1T13hWNMKw. @h…",en,Accenture
,Mon Feb 12 07:30:08 +0000 2018,"The General Data Protection Regulation #GDPR takes effect on 25 May—it will impact all companies operating in the EU, and the way they handle data. Prepare with @AccentureStrat: https://t.co/6KoD8HhSnx https://t.co/WHyJ4lcopT",en,Accenture
,Fri Feb 09 20:54:41 +0000 2018,"RT @AccentureStrat: Stop giving customers what they want. In the digital age, #CompetitiveAdvantage means giving customers what they need.…",en,Accenture
,Fri Feb 09 12:58:06 +0000 2018,"🎂🎉🎈@AccentureDock, our Dublin innovation hub, is celebrating its first birthday! @julesspillane looks at the past 12 months &amp; opportunities ahead: https://t.co/F3FiYICjcu https://t.co/JhRoz1HGun",en,Accenture
,Thu Feb 08 10:34:33 +0000 2018,"#Blockchain can increase transparency and security in industries from finance to travel. See how to leverage this technology, via @fjord: https://t.co/V8SzT4itRa #FjordTrends https://t.co/yTTfzpr3eB",en,Accenture
,Wed Feb 07 13:00:04 +0000 2018,"Accenture and @girlscouts teamed up to design the Digital Cookie® platform, where girls can sell cookies directly to friends and family online and prepare for a lifetime of success in the process. Learn more at https://t.co/sTqO93b06T https://t.co/Em8Oit9z7M",en,Accenture
,Tue Feb 06 16:30:08 +0000 2018,"To unlock ""trapped value"", companies have to rethink how they understand value in the first place. Our @omarabbosh explains via @TEBReview: https://t.co/VFZjbIdnNc https://t.co/Ktbt2fSoaG",en,Accenture
,Tue Feb 06 09:59:23 +0000 2018,“The Ethics Economy” is compelling companies to act responsibly when implementing new technologies. Discover more in the #FjordTrends report: https://t.co/eSzv7JY8mG https://t.co/X7XrkN1Lyk,en,Accenture
,Tue Feb 06 00:26:13 +0000 2018,"RT @andrewxwilson: Sharing our story of how we have enabled 450,000 accounts, 375,000 users with sharing and 320,000 users with video with…",en,Accenture
,Mon Feb 05 22:52:10 +0000 2018,"RT @AccentureDock: Today, we're celebrating our first birthday with our very own #DockDay. It's hard to believe that it's been 12 months si…",en,Accenture
,Mon Feb 05 15:51:08 +0000 2018,RT @AccentureTech: COMING SOON: five new #techtrends to drive business forward. #TechVision2018 https://t.co/x0AhcAGcQD,en,Accenture
,Sun Feb 04 01:18:03 +0000 2018,RT @pauldaugh: Technology continues to change how #NFL is played – new era of Humans + Machines in sport has arrived. Talking about this at…,en,Accenture
,Fri Feb 02 20:33:03 +0000 2018,#AI is enabling travel brands to enhance &amp; personalize customers’ experience—read how via #DTPlaybook in @Adweek. https://t.co/je3glIuqpD,en,Accenture
,Fri Feb 02 17:59:05 +0000 2018,"By strategically preparing the #FutureWorkforce, companies can achieve higher levels of profitability and employment. Learn more: https://t.co/xkjhmcM9UM #WEF18 https://t.co/Jm68trHZqs",en,Accenture
,Fri Feb 02 12:30:07 +0000 2018,"We're working with @wef, @Canada, the Dutch Government, and @INTERPOL_HQ to develop a #blockchain based Traveller ID System to improve security and efficiency. Read more via @DisruptorDaily: https://t.co/cRyR4R2iTq https://t.co/SBIdjoUYKi",en,Accenture
,Thu Feb 01 17:13:24 +0000 2018,"Highly disruptive businesses risk stalling. @PaulNunes &amp; Larry Downes advise how to avoid burnout and saturation, via @HarvardBiz: https://t.co/WzFepElEpB https://t.co/RSVQmePhfR",en,Accenture
,Thu Feb 01 12:00:11 +0000 2018,"Cookies are just the beginning. See why we teamed up to help design the Digital Cookie® platform with @girlscouts, letting them sell to friends &amp; family online: https://t.co/dlXT0JZpej https://t.co/uNiNLeGAqu",en,Accenture
,Thu Feb 01 08:00:07 +0000 2018,"To seize opportunities from #AI, companies must equip their people to work with intelligent machines. More from our report on the #FutureWorkforce via @Which50. https://t.co/iDTyY1M4iA https://t.co/gKo8zoifDq",en,Accenture
,Wed Jan 31 22:05:07 +0000 2018,"When pathologists used #AI to identify breast cancer cells, they found that people and machines were more accurate when working together than either was alone. Learn more about the power of human-technology collaboration: https://t.co/1IR0YZjxCN #WEF18 #AppliedIntelligence https://t.co/uQLFvi0jco",en,Accenture
,Wed Jan 31 19:24:55 +0000 2018,“It’s all about the people.”—our CEO Pierre Nanterme shares his reflections on #WEF18. https://t.co/aWLCEcTvZ7,en,Accenture
,Wed Jan 31 15:16:53 +0000 2018,"RT @andrewxwilson: Great insights from @RonMarkezich, Microsoft CVP of #Office365, discussing @Accenture’s use of @Microsoft to advance our…",en,Accenture
,Wed Jan 31 12:38:20 +0000 2018,"In Davos last week, @iamwill stopped by to talk about the incredible power of #AI with our CTIO @pauldaugh. Catch it here: https://t.co/RA6I3XX4A9 #AppliedIntelligence #WEF18 https://t.co/EHUbhUOBVB",en,Accenture
,Wed Jan 31 12:00:11 +0000 2018,"It's time to put people back at the center of experiences. See what you can expect from #CX, design and technology in the year ahead: https://t.co/6795LEjt1n #FjordTrends https://t.co/cWL4aOHdlM",en,Accenture
,Wed Jan 31 02:25:58 +0000 2018,"RT @WIREDInsider: If you’re a creator, AI is an amazing tool to bring about a better world and make people be better humans.” -- @iamwill o…",en,Accenture
,Tue Jan 30 18:39:41 +0000 2018,What were our leaders' biggest takeaways from Davos? Our CEO Pierre Nanterme is focused on #AppliedIntelligence and the #FutureWorkforce. More #WEF18 takeaways here: https://t.co/LILM1aIXyB https://t.co/pLCLLLuSMc,en,Accenture
,Tue Jan 30 14:07:04 +0000 2018,Is your industry susceptible to disruption? Our Disruptability Index positions 20 industry sectors to identify vulnerabilities and opportunities. cc: @omarabbosh https://t.co/V5MrqbR3eX,en,Accenture
,Mon Jan 29 21:42:58 +0000 2018,"RT @pauldaugh: Innovation isn't enough – we need Innovation with PURPOSE, #WEF18 https://t.co/yFApJw4MCk",en,Accenture
,Mon Jan 29 19:55:10 +0000 2018,"For her final dispatch from Davos, our CHRO @EllynJShook1 talks with two more #GlobalShapers about sustainability and responsibility. Watch here: https://t.co/e8uIaTUnIw #WEF18 https://t.co/BtdgXUlpsG",en,Accenture
,Mon Jan 29 17:00:26 +0000 2018,How does #AppliedIntelligence help intelligent enterprises rethink organizational design &amp; redefine jobs? Our @Mark_Knickrehm explains via @HarvardBiz: https://t.co/MqLnOiPn1t https://t.co/Cyi7ri3gPI,en,Accenture
,Mon Jan 29 14:30:56 +0000 2018,"How do you win in the age of digital disruption! If you missed our panel in Davos, be sure to check it out here: https://t.co/T2VPFJCKdA #WEF18 #IndustryX0 cc: @omarabbosh https://t.co/aYeGqsw0Uf",en,Accenture
,Mon Jan 29 12:18:04 +0000 2018,"@tony_prophet We're glad you enjoyed our panel, thanks for joining us! Full recording is now available. #LGBTBroadcast https://t.co/mpGXWpl4ft",en,Accenture
,Mon Jan 29 10:30:52 +0000 2018,@FinancialReview @SaysSmithy Training staff to work with AI is a win-win for businesses and the #FutureWorkforce. You can read the report we released at #WEF18 here: https://t.co/JLkzCCeVIF https://t.co/0pHJLxhUhK,en,Accenture
,Sun Jan 28 19:15:34 +0000 2018,"In Davos, we asked: What can leaders do in the next 100 days to prepare their people to work with intelligent machines? Watch our CHRO @EllynJShook1 share her thoughts, and hear from more #WEF18 leaders here: https://t.co/LkykSYbm7H  #AppliedIntelligence #FutureWorkforce https://t.co/OqYkfxu2Lb",en,Accenture
,Sat Jan 27 17:29:04 +0000 2018,"RT @qz: Be bold with embracing innovation, and succeed in the economy of the future (@QuartzCreative x @Accenture) https://t.co/PKw26BYiSE",en,Accenture
,Sat Jan 27 17:27:01 +0000 2018,What were our biggest takeaways from Davos? Hear what our CEO-North America @JulieSweet2 and our other top leaders had to say: https://t.co/KPTbF1lPKL #WEF18 #FutureWorkforce #AppliedIntelligence https://t.co/twcpDSrKF6,en,Accenture
,Sat Jan 27 01:24:56 +0000 2018,"Has #WEF18 been the most constructive Davos yet? Our CTIO @pauldaugh shares his reflections on the past week, with a focus on #AppliedIntelligence and the #FutureWorkforce. More takeaways here: https://t.co/LILM1b0yq9 https://t.co/GoNYoUxuaK",en,Accenture
,Sat Jan 27 01:00:12 +0000 2018,"Can #biometrics and #blockchain help make travel more secure and seamless? We think so—and are excited to be part of a new pilot program, the Known Traveler Identity System: https://t.co/NeCyoO0kEd #WEF18 https://t.co/8O3AbnI6JV",en,Accenture
,Fri Jan 26 22:11:31 +0000 2018,"What were our biggest takeaways from Davos? For our CEO Pierre Nanterme, it was all about #AppliedIntelligence and the #FutureWorkforce. Watch here, and then see what our other leaders had to say: https://t.co/KPTbF1lPKL #WEF18 https://t.co/Jnks0Hsvqk",en,Accenture
,Fri Jan 26 21:58:07 +0000 2018,"Here's @iamwill (with our CTIO @pauldaugh) at our Davos ""Ones to Watch"" event featuring leaders shaping technology &amp; the world. Later, he stopped by our studio to talk #AI: https://t.co/PzrUJrZuyg #AppliedIntelligence #WEF18 https://t.co/pTNBlq0hXr",en,Accenture
,Fri Jan 26 20:13:57 +0000 2018,What are our biggest takeaways from Davos this year? Our leaders are sharing their learnings—watch here: https://t.co/kruXMRr0XX #WEF18 #AppliedIntelligence #FutureWorkforce https://t.co/1MQfnu2JLs,en,Accenture
,Fri Jan 26 18:55:48 +0000 2018,#AI was the key topic when @iamwill joined our CTIO @pauldaugh for a chat in our Davos studio this week. Check it out: https://t.co/xkeQTAb0S0 #WEF18 #AppliedIntelligence https://t.co/DuQKaYy7Gt,en,Accenture
,Fri Jan 26 17:37:06 +0000 2018,@ABAlbrectsen @devex @PlanGlobal thank you! 🙂,en,Accenture
,Fri Jan 26 17:32:06 +0000 2018,@RBlumenstein @Benioff @iamwill also came by our studio to talk #AI and had a lot of really insightful things to say: https://t.co/jkkgPvKEVt https://t.co/vaklRX8EjA,en,Accenture
,Fri Jan 26 17:22:54 +0000 2018,"We believe businesses have a responsibility to diversity, and are proud to continue to be part of this unprecedented corporate movement for LGBT rights: https://t.co/CW0HFpMDdm #WEF18 #Biz4LGBTI cc: @UNHumanRights @Sandervtn https://t.co/uRLJ97Dm3S",en,Accenture
,Fri Jan 26 16:58:45 +0000 2018,@VentureBeat @vrajeshio Our CTIO Paul Daugherty encourages organizations at #WEF18 to consider appointing a Chief AI Officer to make sure we apply this technology in a responsible way.  https://t.co/JBDpJT05ef,en,Accenture
,Fri Jan 26 13:36:26 +0000 2018,Workers are eager for opportunity. Training them to work with AI is a win-win for businesses and the #FutureWorkforce. See more insights in our full report: https://t.co/JLkzCCeVIF #WEF18 https://t.co/LqoVa525q4,en,Accenture
,Fri Jan 26 12:33:17 +0000 2018,"@VentureBeat Good point—the problem of ""trapped value"", which can accumulate anywhere from supply chain management to how your company uses proprietary data, was one of the topics discussed during our #IndustryX0 panel at #WEF18 this week. Full recording ⬇️https://t.co/yrpoiRXWrB",en,Accenture
,Fri Jan 26 12:16:45 +0000 2018,"@LauraGoodrich Thanks for sharing, you can catch up on more of our content from #WEF18 on our website. https://t.co/IGdD6Nc7Ju",en,Accenture
